,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score,died_young,cancer,heart,natur,pneumonia,stroke,traffic,continent,north_american,european,south_american,australian,asian,other,season
2422,83,1927,heart attack ,July,2010,diplomat,James E. Akins,american,9,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2423,83,1927,lung cancer ,July,2010,voic,Peter Fernandez,american,10,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2424,80,1930,complic from diabet ,July,2010,basebal,Billy Loes,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2425,83,1927,cancer ,July,2010,politician,Billy McKinney,american,6,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2426,70,1940,liver cancer ,July,2010,actor,James Gammon,american,6,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2427,73,1937,pancreat cancer ,July,2010,basebal,Kenny Kuhn,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2428,63,1947,cancer ,July,2010,actor,Bernard Giraudeau,french,3,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2429,79,1931,cancer ,July,2010,actor,Larry Keith,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2430,50,1960,kidney failur ,July,2010,footbal,Shaun Mawer,english,3,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2431,47,1963,complic from leukemia ,July,2010,american,Pres Romanillos,filipino,7,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2432,82,1928,heart failur ,July,2010,anim,Shirley Silvey,american,1,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2433,61,1949,cancer ,July,2010,footbal,Ioannis Stefas,greek,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2434,71,1939,natur caus ,July,2010,footbal,Gun€rs Ulmanis,latvian,2,1,0,0,1,0,0,0,other,0,0,0,0,0,1,summer
2435,95,1915,after long ill ,July,2010,politician,Jorge Cepernic,argentin,4,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,summer
2436,81,1929,lung cancer ,July,2010,film,CÌ©cile Aubry,french,6,0,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2437,92,1918,creator of scobi malon ,July,2010,novelist,Jon Cleary,australian,44,0,0,0,0,0,0,0,australian,0,0,0,1,0,0,summer
2438,37,1973,shot ,July,2010,report,Sokratis Giolias,greek,13,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2439,59,1951,cancer ,July,2010,musician,Andy Hummel,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2440,82,1928,after long ill ,July,2010,jurist,Milon K. Banerji,indian,4,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2441,78,1932,non-hodgkin lymphoma ,July,2010,actor,Carl Gordon,american,4,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2442,51,1959,brain tumour ,July,2010,zealand,Peta Rutter,new,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2443,93,1917,natur caus ,July,2010,politician,Luis CorvalÌÁn,chilean,5,0,0,0,1,0,0,0,other,0,0,0,0,0,1,summer
2444,90,1920,natur caus ,July,2010,basebal,Ralph Houk,american,11,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
2445,73,1937,fall ,July,2010,politician,Kenny Guinn,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2446,79,1931,heart failur ,July,2010,anti-communist,Milan Paumer,czech,5,0,0,1,0,0,0,0,other,0,0,0,0,0,1,summer
2447,78,1932,leukemia ,July,2010,politician,Florencio Vargas,filipino,2,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2448,36,1974,complic follow surgeri ,July,2010,footbal,Kenyon Cotton,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2449,72,1938,lung cancer ,July,2010,sport,Vic Ziegel,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2450,91,1919,natur caus ,July,2010,actress,Mia Oremovi€à,croatian,1,0,0,0,1,0,0,0,other,0,0,0,0,0,1,summer
2451,82,1928,people' artist of the ussr ,July,2010,film,Igor Talankin,russian,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2452,79,1931,stroke ,July,2010,educ,Nathan Quinones,american,4,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
2453,79,1931,after short ill ,July,2010,politician,Henk Vonhoff,dutch,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2454,65,1945,brain tumor ,July,2010,public,John Barbero,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2455,67,1943,heart failur ,July,2010,soul,Al Goodman,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2456,64,1946,cerebr hemorrhag ,July,2010,lawyer,Sivakant Tiwari,singaporean,35,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2457,67,1943,renal failur ,July,2010,chaldean,Andraos Abouna,iraqi,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2458,61,1949,kidney failur ,July,2010,canadian,Maury Chaykin,american,25,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2459,45,1965,heart condit ,July,2010,footbal,Harry Galbreath,american,2,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2460,54,1956,cancer ,July,2010,cartoonist,AndrÌ© Geerts,belgian,3,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2461,61,1949,heart attack ,July,2010,footbal,Jack Tatum,american,15,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2462,84,1926,cancer ,July,2010,footbal,Bob Fenimore,american,7,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2463,61,1949,cancer ,July,2010,televis,J. J. Maura,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2464,65,1945,breast cancer ,July,2010,singer,Katarzyna Sobczyk,polish,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2465,34,1976,shot ,July,2010,basketbal,Lorenzen Wright,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2466,74,1936,physician-assist suicid ,July,2010,lesbian,MichÌ¬le Causse,french,13,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2467,56,1954,shot ,July,2010,drug,Ignacio Coronel Villarreal,mexican,19,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2468,55,1955,pancreat cancer ,July,2010,actor,AntÌ_nio Feio,portugues,3,1,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
2469,75,1935,after long ill ,July,2010,politician,Sabina Mugabe,zimbabwean,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2470,92,1918,complic from alzheimer' diseas ,July,2010,screenwrit,Bernie West,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2471,66,1944,brain aneurysm ,July,2010,mime,Lorene Yarnell,american,10,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2472,110,1900,world' oldest professor ,July,2010,nutritionist,Zheng Ji,chines,2,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2473,78,1932,coronari diseas ,July,2010,scenograph,Cyro Del Nero,brazilian,1,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,summer
2474,68,1942,cancer ,July,2010,screenwrit,Tom Mankiewicz,american,17,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2475,99,1911,after short ill ,July,2010,music,Mitch Miller,american,19,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2476,79,1931,complic from parkinson' diseas ,July,2010,actor,Dan Resin,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2477,100,1910,natur caus ,August,2010,art,Robert F. Boyle,american,5,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
2478,28,1982,car accid ,August,2010,heavi,Makh Daniels,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2479,56,1954,appar heart attack ,August,2010,footbal,James Hunter,american,4,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2480,82,1928,cancer ,August,2010,bluegrass,Mitch Jayne,american,6,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2481,83,1927,alzheimer' diseas ,August,2010,psychologist,Ole Ivar Lovaas,norwegian,17,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2482,66,1944,lung cancer ,August,2010,politician,Jan Wilson,british,4,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2483,72,1938,lung cancer ,August,2010,singer-songwrit,Bobby Hebb,american,6,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2484,57,1953,stroke ,August,2010,footbal,Gary Johnson,american,8,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,summer
2485,64,1946,cancer ,August,2010,lawyer,Jim Kennan,australian,4,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,summer
2486,62,1948,breast cancer ,August,2010,politician,Sue Napier,australian,6,1,1,0,0,0,0,0,australian,0,0,0,1,0,0,summer
2487,66,1944,cancer ,August,2010,guitarist,Catfish Collins,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2488,62,1948,cancer ,August,2010,musician,Chris Dedrick,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2489,43,1967,after long ill ,August,2010,film,Alex Johns,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2490,53,1957,heart attack ,August,2010,politician,Aleksandr Bokovikov,russian,3,1,0,1,0,0,0,0,asian,0,0,0,0,1,0,summer
2491,79,1931,heart diseas ,August,2010,singer,Ted Kowalski,canadian,9,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2492,84,1926,lung cancer ,August,2010,actress,Patricia Neal,american,18,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2493,87,1923,cancer ,August,2010,musician,Jack Parnell,british,4,0,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2494,50,1960,heart attack ,August,2010,actor,Tab Baker,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2495,59,1951,brain tumor ,August,2010,televis,Jay Larkin,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2496,83,1927,founder and command of the selou scout ,August,2010,african,Ronald Reid-Daly,south,4,0,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2497,86,1924,victim of 2010 alaska plane crash ,August,2010,politician,Ted Stevens,american,133,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2498,67,1943,after long ill ,August,2010,footbal,Brian Clark,english,7,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2499,31,1979,colorect cancer ,August,2010,footbal,Adam Stansfield,english,48,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2500,82,1928,heart failur and parkinson' diseas ,August,2010,film,David L. Wolper,american,6,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2501,68,1942,heart attack ,August,2010,footbal,Ger Lagendijk,dutch,5,1,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
2502,82,1928,lung cancer ,August,2010,politician,Dan Rostenkowski,american,22,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2503,64,1946,liver cancer ,August,2010,drummer,Richie Hayward,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2504,70,1940,pancreat cancer ,August,2010,actor,Paul Ryan Rudd,american,9,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2505,34,1976,fish accid ,August,2010,footbal,Panagiotis Bahramis,greek,5,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2506,78,1932,periton mesothelioma ,August,2010,statistician,Helen Berg,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2507,76,1934,heart attack ,August,2010,roman,Jacques Maurice Faivre,french,3,1,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
2508,85,1925,complic from emphysema ,August,2010,televis,Edward Kean,american,4,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2509,91,1919,pneumonia ,August,2010,journalist,Edwin Newman,american,6,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
2510,66,1944,cancer ,August,2010,businessman,Jan ReinÌ´s,norwegian,5,1,1,0,0,0,0,0,european,0,1,0,0,0,0,summer
2511,89,1921,after short ill ,August,2010,first,Janaki Venkataraman,indian,8,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2512,78,1932,complic from pneumonia ,August,2010,actress,Gloria Winters,american,11,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
2513,76,1934,lymphoma ,August,2010,lawyer,Denis E. Dillon,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2514,53,1957,heart attack ,August,2010,musician,Robert Wilson,american,21,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2515,86,1924,after long ill ,August,2010,american,Bobby Thomson,scottish,16,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2516,82,1928,respiratori problem ,August,2010,politician,Francesco Cossiga,italian,22,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2517,92,1918,natur caus ,August,2010,market,C. Joseph Genster,american,2,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
2518,96,1914,pneumonia ,August,2010,real,Don Graham,american,4,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
2519,38,1972,shot ,August,2010,politician,Edelmiro Cavazos,mexican,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2520,79,1931,brain trauma ,August,2010,hammer,Hal Connolly,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2521,45,1965,suspect suicid ,August,2010,african,Fiona Coyne,south,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2522,64,1946,prostat cancer ,August,2010,singer-songwrit,Kenny Edwards,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2523,99,1911,pneumonia ,August,2010,jurist,Benjamin Kaplan,american,5,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
2524,60,1950,heart attack ,August,2010,musician,Michael Been,american,5,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,summer
2525,66,1944,car accid ,August,2010,actress,Ahna Capri,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2526,93,1917,pneumonia ,August,2010,televis,Jackson Gillis,american,3,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,summer
2527,43,1967,pancreat cancer ,August,2010,footbal,Johnny Bailey,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2528,22,1988,suicid by jump ,August,2010,musician,Charles Haddon,british,21,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2529,72,1938,cancer ,August,2010,actress,Gyda Hansen,danish,3,1,1,0,0,0,0,0,other,0,0,0,0,0,1,summer
2530,72,1938,respiratori ailment ,August,2010,public,Jack Horkheimer,american,13,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2531,89,1921,bishop of helsinki ,August,2010,lutheran,Samuel Lehtonen,finnish,1,0,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2532,58,1952,natur caus ,August,2010,actress,Nancy Dolman,canadian,8,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
2533,62,1948,asthma ,August,2010,televis,Harold Dow,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2534,23,1987,car crash ,August,2010,beauti,Melody Gersbach,filipina,8,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2535,85,1925,complic from hip surgeri ,August,2010,singer,Natalie Nevins,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2536,89,1921,natur caus ,August,2010,compos,George David Weiss,american,2,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,summer
2537,46,1964,pancreat cancer ,August,2010,film,Satoshi Kon,japanes,54,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2538,94,1916,pancreat cancer ,August,2010,politician,William B. Saxbe,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2539,85,1925,pancreat cancer ,August,2010,banker,Daniel P. Davison,american,4,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2540,55,1955,heart failur ,August,2010,olymp,Frank Baumgartl,german,3,1,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
2541,86,1924,heart attack ,August,2010,olymp,Bob Maitland,british,14,0,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
2542,47,1963,tractor accid ,August,2010,market,Jack Pitney,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2543,48,1962,brain tumour ,August,2010,photograph,Corinne Day,british,13,1,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2544,67,1943,cardiac arrest ,August,2010,roman,Marampudi Joji,indian,9,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2545,103,1907,renal failur ,August,2010,orthodox,Augoustinos Kantiotes,greek,4,0,0,0,0,0,0,0,european,0,1,0,0,0,0,summer
2546,67,1943,presid of the suprem court ,August,2010,judg,Louis Bastide,malian,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2547,79,1931,stroke ,August,2010,filmmak,Ary Fernandes,brazilian,1,0,0,0,0,0,1,0,south_american,0,0,1,0,0,0,summer
2548,80,1930,after short ill ,August,2010,lankan,Lakshman Jayakody,sri,3,0,0,0,0,0,0,0,other,0,0,0,0,0,1,summer
2549,76,1934,politician and scholar ,August,2010,assyrian,Mikhail Sado,russian,6,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,summer
2550,64,1946,heart failur and emphysema ,August,2010,actor,Mick Lally,irish,21,1,0,1,0,0,0,0,european,0,1,0,0,0,0,summer
2551,78,1932,pulmonari diseas ,August,2010,director,Ken Orsatti,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,summer
2552,76,1934,lung cancer ,September,2010,actress,Cammie King,american,4,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2553,67,1943,cancer ,September,2010,footbal,Jackie Sinclair,scottish,3,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2554,86,1924,cancer ,September,2010,historian,David Bushnell,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2555,62,1948,car accid ,September,2010,cellist,Mike Edwards,english,14,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2556,60,1950,car accid ,September,2010,stand-up,Robert Schimmel,american,20,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2557,84,1926,alzheimer' diseas ,September,2010,film,Clive Donner,british,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2558,69,1941,heart attack ,September,2010,footbal,Bob Jencks,american,1,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2559,74,1936,cancer ,September,2010,politician,Yvonne O'Neill,canadian,7,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2560,41,1969,cancer ,September,2010,politician,Claude BÌ©chard,canadian,7,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2561,19,1991,traffic collis ,September,2010,olymp,Amar Garibovi€à,serbian,2,1,0,0,0,0,0,1,other,0,0,0,0,0,1,fall
2562,91,1919,alzheimer' diseas ,September,2010,journalist,JoaquÌ_n Soler Serrano,spanish,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2563,58,1952,fall ,September,2010,actor,Glenn Shadix,american,8,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2564,36,1974,stroke relat to acut myelogen leukemia ,September,2010,pop,Rich Cronin,american,12,1,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2565,70,1940,car accid ,September,2010,businessman,Riccardo Sarfatti,italian,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2566,88,1922,stroke ,September,2010,voic,Billie Mae Richards,canadian,4,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2567,78,1932,heart failur ,September,2010,rhythm,King Coleman,american,2,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2568,86,1924,prostat cancer ,September,2010,actor,Harold Gould,american,7,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2569,75,1935,heart attack ,September,2010,footbal,Ron Kramer,american,30,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2570,96,1914,natur caus ,September,2010,actor,Kevin McCarthy,american,12,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2571,22,1988,car accid ,September,2010,footbal,Diego RodrÌ_guez Cano,uruguayan,6,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2572,56,1954,heart failur ,September,2010,canadian,Val Belcher,american,3,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2573,66,1944,lung cancer ,September,2010,journalist,Pietro Calabrese,italian,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2574,34,1976,cardiac arrest ,September,2010,actor,Argiris Kavidas,greek,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2575,77,1933,amyotroph later sclerosi ,September,2010,politician,Lorne Greenaway,canadian,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2576,55,1955,septic shock ,September,2010,politician,JosÌ© Janene,brazilian,11,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2577,86,1924,founder of jovem pan radio ,September,2010,businessman,Paulo Machado de Carvalho Filho,brazilian,1,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2578,45,1965,liver cancer ,September,2010,musician,Francisco Ribeiro,portugues,3,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2579,60,1950,complic from brain cancer ,September,2010,soca,Arrow,montserratian,4,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2580,89,1921,stroke ,September,2010,basebal,Al LaMacchia,american,5,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2581,76,1934,cancer ,September,2010,artist,Helen Escobedo,mexican,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2582,50,1960,stab ,September,2010,politician,Imran Farooq,pakistani,36,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2583,96,1914,natur caus ,September,2010,anim,Bill Littlejohn,american,15,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2584,96,1914,heart failur ,September,2010,author,James Bacon,american,4,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2585,56,1954,after short ill ,September,2010,footbal,Ì÷ystein GÌ´re,norwegian,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2586,92,1918,stroke ,September,2010,fighter,Mohinder Singh Pujji,indian,9,0,0,0,0,0,1,0,asian,0,0,0,0,1,0,fall
2587,86,1924,complic from a stroke ,September,2010,resist,Inge Steensland,norwegian,2,0,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
2588,73,1937,complic from a stroke ,September,2010,jurist,Ingjald Ì÷rbeck SÌürheim,norwegian,6,1,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
2589,84,1926,cancer ,September,2010,cartoonist,Stoo Hample,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2590,78,1932,lung cancer ,September,2010,painter,Ivan Kirkov,bulgarian,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2591,75,1935,present and politician ,September,2010,songwrit,JosÌ© Antonio Labordeta,spanish,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2592,89,1921,pneumonia ,September,2010,academi,Irving Ravetch,american,4,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
2593,86,1924,auxiliari bishop emeritu of salzburg ,September,2010,roman,Jakob Mayr,austrian,1,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2594,23,1987,suicid by gunshot ,September,2010,footbal,Kenny McKinley,american,7,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2595,97,1913,widow of william boyd ,September,2010,actress,Grace Bradley,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2596,90,1920,stroke ,September,2010,actor,John Crawford,american,2,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2597,68,1942,lung cancer ,September,2010,roman,Bernard Genoud,swiss,2,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2598,52,1958,leukemia ,September,2010,politician,Sindi Hawkins,canadian,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2599,84,1926,auxiliari bishop emeritu of wheeling-charleston ,September,2010,roman,James Edward Michaels,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2600,79,1931,after long ill ,September,2010,actress,Sandra Mondaini,italian,2,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2601,71,1939,stomach cancer ,September,2010,canadian,Jackie Burroughs,english,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2602,49,1961,cancer ,September,2010,playwright,Bridget O'Connor,british,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2603,71,1939,cancer ,September,2010,puppet,Van Snowden,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2604,57,1953,air strike ,September,2010,guerrilla,VÌ_ctor Julio SuÌÁrez Rojas,colombian,13,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2605,87,1923,cancer ,September,2010,footbal,Clinton Manges,american,7,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2606,77,1933,liver cancer ,September,2010,basebal,Bob Shaw,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2607,73,1937,lung cancer ,September,2010,politician,Gennady Yanayev,russian,24,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2608,82,1928,cancer ,September,2010,lucian,Sir Vincent Floissac,saint,2,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2609,98,1912,natur caus ,September,2010,actor,Art Gilmore,american,3,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2610,95,1915,alzheimer' diseas ,September,2010,olymp,Delbert Lamb,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2611,29,1981,car accid ,September,2010,olymp,ZoltÌÁn PÌÁlkovÌÁcs,slovak,1,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2612,86,1924,prostat cancer ,September,2010,politician,Victor Calvo,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2613,83,1927,throat cancer ,September,2010,footbal,Stan Heath,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2614,31,1979,appar suicid by hang ,September,2010,rugbi,Terry Newton,british,8,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2615,100,1910,respiratori failur ,September,2010,film,Gloria Stuart,american,127,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2616,97,1913,painter and sculptor ,September,2010,poet,Carmelo Arden Quin,uruguayan,5,0,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2617,56,1954,suspect heat exhaust ,September,2010,film,Sally Menke,american,21,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2618,33,1977,liver cancer ,September,2010,footbal,Orvin Cabrera,honduran,5,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2619,88,1922,heart failur ,September,2010,film,Arthur Penn,american,11,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
