,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score,died_young,cancer,heart,natur,pneumonia,stroke,traffic,continent,north_american,european,south_american,australian,asian,other,season
2620,36,1974,cardiac arrest ,September,2010,actress,Romina Yan,argentin,5,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2621,89,1921,heart failur ,September,2010,film,Andy Albeck,american,8,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2622,85,1925,cardiac arrest ,September,2010,actor,Tony Curtis,american,50,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2623,44,1966,accident prescript drug overdos ,September,2010,comedian,Greg Giraldo,american,63,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2624,94,1916,pneumonia ,September,2010,charact,Joe Mantell,american,7,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
2625,69,1941,complic from melanoma ,September,2010,TV,Stephen J. Cannell,american,19,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2626,77,1933,complic from a fall ,October,2010,roman,Charles Caruana,gibraltarian,10,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2627,85,1925,complic from hip surgeri ,October,2010,emmi,Marshall Flaum,american,3,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2628,66,1944,cancer ,October,2010,diplomat,Michel Mathieu,french,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2629,85,1925,heart attack ,October,2010,screenwrit,William W. Norton,american,9,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2630,77,1933,pulmonari fibrosi ,October,2010,politician,Maurice Foster,canadian,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2631,78,1932,lymphoma ,October,2010,sportswrit,Maury Allen,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2632,59,1951,cancer ,October,2010,politician,Dianne Whalen,canadian,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2633,65,1945,cancer ,October,2010,singer-songwrit,Ed Wilson,brazilian,1,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2634,87,1923,heart failur ,October,2010,educ,William Birenbaum,american,8,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2635,72,1938,heart attack ,October,2010,race,Peter Warr,british,9,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
2636,73,1937,cancer ,October,2010,car,Roy Axe,british,6,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2637,90,1920,natur caus ,October,2010,african,Alba Bouwer,south,7,0,0,0,1,0,0,0,other,0,0,0,0,0,1,fall
2638,71,1939,heart failur ,October,2010,pageant,Mary Leona Gage,american,5,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2639,47,1963,motorcycl accid ,October,2010,musician,Steve Lee,swiss,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2640,63,1947,alzheimer' diseas ,October,2010,politician,Karen McCarthy,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2641,44,1966,suicid ,October,2010,actor,Antonie Kamerling,dutch,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2642,85,1925,after long ill ,October,2010,singer,Colette Renard,french,2,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2643,65,1945,breast cancer ,October,2010,documentari,Gail Dolgin,american,9,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2644,69,1941,heart attack ,October,2010,comic,S. S. Chandran,indian,2,1,0,1,0,0,0,0,asian,0,0,0,0,1,0,fall
2645,92,1918,blood poison ,October,2010,actor,Ry Ikebe,japanes,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2646,65,1945,cancer ,October,2010,singer,Reg King,british,5,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2647,86,1924,stroke ,October,2010,sculptor,Karl Prantl,austrian,2,0,0,0,0,0,1,0,european,0,1,0,0,0,0,fall
2648,81,1929,respiratori failur ,October,2010,gospel,Albertina Walker,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2649,54,1956,motorcycl accid ,October,2010,politician,Edmund Chong Ket Wah,malaysian,10,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2650,84,1926,natur caus ,October,2010,linguist,Aleksandr Matveyev,russian,1,0,0,0,1,0,0,0,asian,0,0,0,0,1,0,fall
2651,70,1940,natur caus ,October,2010,r&b,Solomon Burke,american,180,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2652,85,1925,natur caus ,October,2010,businessman,A. Edison Stairs,canadian,5,0,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2653,89,1921,U ,October,2010,politician,Bill Harsha,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2654,77,1933,cardiovascular complic ,October,2010,actress,Janet MacLachlan,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2655,89,1921,stroke ,October,2010,jurist,Marian P. Opala,american,7,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2656,51,1959,after long ill ,October,2010,hutu,Georges Rutaganda,rwandan,4,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2657,79,1931,lung cancer ,October,2010,american,Michel Hugo,french,1,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2658,71,1939,cardiac arrest ,October,2010,actor,Angelo Infanti,italian,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2659,69,1941,complic of lung cancer ,October,2010,musician,General Johnson,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2660,83,1927,after long ill ,October,2010,footbal,Malcolm Allison,english,30,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2661,58,1952,bowel cancer ,October,2010,actor,Simon MacCorkindale,british,40,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2662,66,1944,after short ill ,October,2010,politician,Hermann Scheer,german,9,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2663,71,1939,heart attack ,October,2010,basketbal,Larry Siegfried,american,4,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2664,85,1925,thyroid cancer ,October,2010,cinematograph,N. Paul Kenworthy,american,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2665,79,1931,heart attack ,October,2010,actor,Johnny Sheffield,american,6,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2666,86,1924,multipl organ dysfunct syndrom ,October,2010,film,Giannis Dalianidis,greek,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2667,90,1920,member of the 1967‰ûò1974 militari junta ,October,2010,armi,Ioannis Ladas,greek,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2668,75,1935,respiratori infect ,October,2010,evolutionari,Leigh Van Valen,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2669,85,1925,cancer ,October,2010,footbal,Jake Dunlap,canadian,1,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2670,85,1925,heart attack ,October,2010,basebal,Freddy Schuman,american,11,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2671,70,1940,suicid by jump from bridg ,October,2010,footbal,Hans HÌ_gele,german,5,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2672,83,1927,heart failur ,October,2010,actor,Tom Bosley,american,15,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2673,66,1944,cancer ,October,2010,politician,W. Cary Edwards,american,5,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2674,70,1940,heart complic ,October,2010,politician,Farooq Leghari,pakistani,23,1,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
2675,63,1947,olymp silver ,October,2010,ice,Eduard NovÌÁk,czech,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2676,53,1957,after long ill ,October,2010,politician,Jenny Oropeza,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2677,81,1929,after long ill ,October,2010,basebal,Tony Roig,american,9,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2678,62,1948,cancer ,October,2010,test,Parthasarathy Sharma,indian,2,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2679,47,1963,heart attack ,October,2010,orthodox,Tikhon Stepanov,russian,1,1,0,1,0,0,0,0,asian,0,0,0,0,1,0,fall
2680,48,1962,cancer ,October,2010,british,Ari Up,german,16,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2681,68,1942,lymphoma ,October,2010,televis,Wendall Woodbury,american,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2682,60,1950,after long ill ,October,2010,footbal,Mustapha Anane,algerian,3,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2683,66,1944,cardiac arrest ,October,2010,singer,JosÌ© Carbajal,uruguayan,2,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2684,90,1920,complic from parkinson' diseas ,October,2010,australian,Sir Leslie Froggatt,british,3,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2685,80,1930,cancer ,October,2010,poet,Kjell Landmark,norwegian,1,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2686,56,1954,pancreat cancer ,October,2010,footbal,Franz Raschid,german,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2687,90,1920,aortic aneurysm ,October,2010,profession,Eio Sakata,japanes,1,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2688,59,1951,brain hemorrhag ,October,2010,actor,Denis Simpson,canadian,3,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2689,68,1942,stab ,October,2010,actor,Ior Bock,finnish,14,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2690,68,1942,cancer ,October,2010,cartoonist,Leo Cullum,american,8,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2691,48,1962,pancreat cancer ,October,2010,barbadian,David Thompson,british,32,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2692,72,1938,cardiac arrest ,October,2010,politician,Georges FrÌ»che,french,7,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2693,69,1941,cancer ,October,2010,footbal,Fritz GrÌ¦sche,german,2,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2694,51,1959,leptospirosi ,October,2010,olymp,Andy Holmes,british,5,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2695,88,1922,heart failur ,October,2010,actor,Lamont Johnson,american,8,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2696,80,1930,respiratori failur ,October,2010,colleg,Roy Skinner,american,7,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2697,83,1927,pyroclast flow from mount merapi ,October,2010,spiritu,Mbah Maridjan,indonesian,8,0,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2698,2,2008,natur caus ,October,2010,world,Paul the Octopus,british,1,1,0,0,1,0,0,0,european,0,1,0,0,0,0,fall
2699,67,1943,colorect cancer ,October,2010,journalist,Ana MarÌ_a Romero de Campero,bolivian,7,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2700,79,1931,multipl organ dysfunct syndrom ,October,2010,politician,Romeu Tuma,brazilian,2,0,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2701,46,1964,liver cancer ,October,2010,actress,Denise Borino-Quinn,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2702,60,1950,heart attack ,October,2010,politician,NÌ©stor Kirchner,argentin,137,1,0,1,0,0,0,0,south_american,0,0,1,0,0,0,fall
2703,87,1923,lymphoma ,October,2010,chairman,Paul Kolton,american,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2704,80,1930,U ,October,2010,politician,Owen B. Pickett,american,1,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2705,92,1918,after short ill ,October,2010,actor,James Wall,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2706,54,1956,cancer ,October,2010,gener,Ibrahim Ahmad Abd al-Sattar Muhammad,iraqi,2,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2707,51,1959,brain aneurysm ,October,2010,actor,Gerard Kelly,british,10,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2708,78,1932,lung infect ,October,2010,environmentalist,Liang Congjie,chines,3,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2709,72,1938,natur caus ,October,2010,actor,James MacArthur,american,10,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,fall
2710,72,1938,brain hemorrhag ,October,2010,politician,Jonathan Motzfeldt,greenland,13,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2711,76,1934,diabet ,October,2010,tribal,Anna Prieto Sandoval,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2712,90,1920,owner of laurent-perri ,October,2010,businessman,Bernard de Nonancourt,french,4,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2713,50,1960,cancer ,October,2010,diplomat,Leopoldo Alfredo Bravo,argentin,2,1,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2714,91,1919,cancer ,October,2010,gymnast,Meta Elste-Neumann,american,3,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2715,84,1926,complic from pneumonia ,October,2010,televis,Arthur Bernard Lewis,american,4,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
2716,87,1923,prostat cancer ,October,2010,teacher,AnanÌ_as Maidana,paraguayan,1,0,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2717,83,1927,cancer ,October,2010,writer,Harry Mulisch,dutch,9,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2718,72,1938,lung cancer ,October,2010,voic,Nachi Nozawa,japanes,1,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2719,74,1936,myocardi infarct ,October,2010,percussionist,Howard Van Hyning,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2720,58,1952,bladder cancer ,October,2010,basketbal,Maurice Lucas,american,16,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2721,82,1928,stroke ,October,2010,lawyer,Ted Sorensen,american,22,0,0,0,0,0,1,0,north_american,1,0,0,0,0,0,fall
2722,90,1920,alzheimer' diseas ,October,2010,basebal,Artie Wilson,american,10,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2723,64,1946,esophag cancer ,November,2010,novelist,Monica Johnson,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2724,73,1937,amyotroph later sclerosi ,November,2010,equestrian,Herbert Krug,german,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2725,78,1932,heart failur ,November,2010,announc,Charlie O'Donnell,american,7,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2726,11,1999,leukemia ,November,2010,actress,Shannon Tavarez,american,6,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2727,95,1915,heart failur ,November,2010,world,Ken Yuasa,japanes,2,0,0,1,0,0,0,0,asian,0,0,0,0,1,0,fall
2728,81,1929,heart failur ,November,2010,music,Jerry Bock,american,3,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2729,72,1938,cancer ,November,2010,politician,Viktor Chernomyrdin,russian,22,1,1,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2730,61,1949,lung cancer ,November,2010,bass,Jim Clench,canadian,13,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2731,76,1934,complic from dementia ,November,2010,basebal,Sparky Anderson,american,26,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2732,75,1935,natur caus ,November,2010,footbal,Ron Cockerill,english,4,1,0,0,1,0,0,0,european,0,1,0,0,0,0,fall
2733,51,1959,suicid ,November,2010,vocalist,James Freud,australian,15,1,0,0,0,0,0,0,australian,0,0,0,1,0,0,fall
2734,90,1920,after short ill ,November,2010,footbal,John Greene,american,22,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2735,50,1960,lung cancer ,November,2010,singer,Michelle Nicastro,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2736,67,1943,complic of pneumonia ,November,2010,percussionist,Rudy Regalado,venezuelan,8,1,0,0,0,1,0,0,other,0,0,0,0,0,1,fall
2737,66,1944,chronic leukemia ,November,2010,actress,Jill Clayburgh,american,11,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2738,25,1985,euthan ,November,2010,sea,Midge the Sea Lion,american,1,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2739,39,1971,bone cancer ,November,2010,drummer,Randy Miller,american,2,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2740,92,1918,cancer ,November,2010,roman,Fernando Bastos de Ìvila,brazilian,1,0,1,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2741,75,1935,cancer ,November,2010,actor,Ezard HauÌÙmann,german,1,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2742,82,1928,heart diseas ,November,2010,korean,Jo Myong-rok,north,6,0,0,1,0,0,0,0,other,0,0,0,0,0,1,fall
2743,90,1920,renal failur ,November,2010,politician,Siddhartha Shankar Ray,indian,9,0,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2744,75,1935,fall from boat ,November,2010,anim,Yoshinobu Nishizaki,japanes,19,1,0,0,0,0,0,0,asian,0,0,0,0,1,0,fall
2745,97,1913,heart failur ,November,2010,actress,Smaro Stefanidou,greek,1,0,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
2746,49,1961,cardiovascular diseas ,November,2010,basketbal,Quintin Dailey,american,5,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2747,58,1952,sleep apnea ,November,2010,politician,Robert Donatucci,american,4,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2748,87,1923,after long ill ,November,2010,civil,Albert Wesley Johnson,canadian,5,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2749,54,1956,amyotroph later sclerosi ,November,2010,olymp,Theo Doyer,dutch,1,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2750,56,1954,heart attack ,November,2010,footbal,Jim Farry,scottish,9,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
2751,75,1935,heart attack ,November,2010,sportscast,Dave Niehaus,american,12,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2752,86,1924,shot ,November,2010,canadian,Nicolo Rizzuto,italian,13,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2753,92,1918,newspap editor and writer ,November,2010,tripl,Einar SÌ_ter,norwegian,9,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2754,66,1944,cancer ,November,2010,footbal,John Elliott,american,1,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2755,76,1934,after long ill ,November,2010,compos,Henryk GÌ_recki,polish,62,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2756,89,1921,natur caus ,November,2010,film,Luis GarcÌ_a Berlanga,spanish,3,0,0,0,1,0,0,0,european,0,1,0,0,0,0,fall
2757,71,1939,traffic collis ,November,2010,politician,Witold Hatka,polish,1,1,0,0,0,0,0,1,european,0,1,0,0,0,0,fall
2758,78,1932,cancer ,November,2010,olymp,Wes Santee,american,5,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2759,63,1947,after long ill ,November,2010,island,Toswel Kaua,solomon,5,1,0,0,0,0,0,0,other,0,0,0,0,0,1,fall
2760,89,1921,heart attack ,November,2010,actor,William Self,american,10,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2761,64,1946,shot ,November,2010,publicist,Ronni Chasen,american,17,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2762,98,1912,administr of the feder aviat administr ,November,2010,ceo,Donald Nyrop,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2763,69,1941,gastric cancer ,November,2010,televis,Freddy Beras-Goico,dominican,6,1,1,0,0,0,0,0,other,0,0,0,0,0,1,fall
2764,58,1952,lung cancer ,November,2010,ice,Pat Burns,canadian,27,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2765,56,1954,heart attack ,November,2010,footbal,Rob Lytle,american,15,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2766,89,1921,after short ill ,November,2010,actress,Ruth Springford,canadian,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2767,67,1943,pulmonari edema ,November,2010,compos,JosÌ© AntÌ«nio Rezende de Almeida Prado,brazilian,1,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,fall
2768,41,1969,shot ,November,2010,politician,Silverio Cavazos,mexican,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2769,66,1944,pneumonia ,November,2010,jurist,Takaharu Kondo,japanes,3,1,0,0,0,1,0,0,asian,0,0,0,0,1,0,fall
2770,87,1923,prostat cancer ,November,2010,politician,David Lam,canadian,10,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2771,74,1936,heart condit ,November,2010,ice,Len Lunde,canadian,4,1,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2772,56,1954,pancreat cancer ,November,2010,basebal,Tom Underwood,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2773,88,1922,natur caus ,November,2010,actress,Joyce Howard,british,7,0,0,0,1,0,0,0,european,0,1,0,0,0,0,fall
2774,73,1937,heart failur ,November,2010,british,Ingrid Pitt,polish,11,1,0,1,0,0,0,0,european,0,1,0,0,0,0,fall
2775,52,1958,after short ill ,November,2010,disc,Tony Dixon,irish,2,1,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2776,57,1953,suicid by gunshot ,November,2010,politician,James DiPaola,american,7,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2777,87,1923,lung cancer ,November,2010,film,Irvin Kershner,american,13,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2778,81,1929,bone cancer ,November,2010,american,Jon D'Agostino,italian,12,0,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2779,86,1924,alzheimer' diseas ,November,2010,actor,Giorgos Fountas,greek,5,0,0,0,0,0,0,0,european,0,1,0,0,0,0,fall
2780,82,1928,prostat cancer ,November,2010,basebal,Gil McDougald,american,8,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2781,84,1926,pneumonia ,November,2010,american,Leslie Nielsen,canadian,89,0,0,0,0,1,0,0,north_american,1,0,0,0,0,0,fall
2782,92,1918,esophag cancer ,November,2010,cinematograph,Gene Polito,american,2,0,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2783,34,1976,shot ,November,2010,profession,El Hijo de Cien Caras,mexican,19,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2784,88,1922,heart failur ,November,2010,politician,Bob Holcomb,american,5,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,fall
2785,70,1940,esophag cancer ,November,2010,politician,Stephen J. Solarz,american,15,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2786,61,1949,pancreat cancer ,November,2010,sportswrit,Jim Kelley,american,9,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2787,58,1952,breast cancer ,November,2010,actress,Gabriela Kownacka,polish,4,1,1,0,0,0,0,0,european,0,1,0,0,0,0,fall
2788,81,1929,complic from alzheimer' diseas ,November,2010,cfl,Dave Skrien,american,2,0,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2789,74,1936,complic from lyme diseas ,November,2010,actor,Ted Sorel,american,2,1,0,0,0,0,0,0,north_american,1,0,0,0,0,0,fall
2790,81,1929,heart attack ,December,2010,talent,Hillard Elkins,american,4,0,0,1,0,0,0,0,north_american,1,0,0,0,0,0,winter
2791,62,1948,prostat cancer ,December,2010,politician,Richard P. Myers,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
2792,93,1917,cardiopulmonari failur ,December,2010,politician,Lee Huan,taiwanes,12,0,0,0,0,0,0,0,other,0,0,0,0,0,1,winter
2793,75,1935,alzheimer' diseas ,December,2010,footbal,JosÌ© Ramos Delgado,argentin,3,1,0,0,0,0,0,0,south_american,0,0,1,0,0,0,winter
2794,70,1940,complic from diabet and bladder cancer ,December,2010,basebal,Ron Santo,american,55,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
2795,51,1959,natur caus ,December,2010,model,Pamela Bryant,american,4,1,0,0,1,0,0,0,north_american,1,0,0,0,0,0,winter
2796,56,1954,breast cancer ,December,2010,politician,Cathy Harvin,american,3,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
2797,66,1944,breast cancer ,December,2010,pro-lif,Heather Stilwell,canadian,7,1,1,0,0,0,0,0,north_american,1,0,0,0,0,0,winter
